text,created_at,Unique Identifier
MAKE AMERICA GREAT AGAIN!,8/16/2017,70
Wow Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall &amp; Crime!,8/16/2017,70
Memorial service today for beautiful and incredible Heather Heyer a truly special young woman. She will be long remembered by all!,8/16/2017,70
Rather than putting pressure on the businesspeople of the Manufacturing Council &amp; Strategy &amp; Policy Forum I am ending both. Thank you all!,8/16/2017,70
RT @JacobAWohl: @realDonaldTrump President Trump alone has succeeded in bringing the Stock Market Small Business Index and Consumer Comforƒ??,8/16/2017,70
Just landed in Bedminster New Jersey. #MAGA ???https://t.co/6EQfmRzrnv,8/16/2017,70
Today in Bedminster I signed the Harry W. Colmery Veterans Educational Assistance Act of 2017 joined by @DeptVetAffairs @SecShulkin. https://t.co/oMUIZ8X7oB,8/16/2017,70
Join me at 7:00 P.M. on Tuesday August 22nd in Phoenix Arizona at the Phoenix Convention Center! Tickets at: https://t.co/2kUQfKqbsx https://t.co/5ua74dlVtq,8/17/2017,70
THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks: https://t.co/Kz2EsQ3f1v https://t.co/vD3BB3hyti,8/17/2017,70
Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK neo-Nazis &amp; white supremacists......,8/17/2017,70
...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!,8/17/2017,70
The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate bigotry etc. Shame!,8/17/2017,70
Great to see that Dr. Kelli Ward is running against Flake Jeff Flake who is WEAK on borders crime and a non-factor in Senate. He's toxic!,8/17/2017,70
Many meetings today in Bedminster including with Secretary Linda M and Small Business. Job numbers are looking great!,8/17/2017,70
Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You.....,8/17/2017,70
...can't change history but you can learn from it. Robert E Lee Stonewall Jackson - who's next Washington Jefferson? So foolish! Also...,8/17/2017,70
...the beauty that is being taken out of our cities towns and parks will be greatly missed and never able to be comparably replaced!,8/17/2017,70
The United States condemns the terror attack in Barcelona Spain and will do whatever is necessary to help. Be tough &amp; strong we love you!,8/17/2017,70
Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!,8/17/2017,70
Homeland Security and law enforcement are on alert &amp; closely watching for any sign of trouble. Our borders are far tougher than ever before!,8/18/2017,71
The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!,8/18/2017,71
Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!,8/18/2017,71
Heading to Camp David for major meeting on National Security the Border and the Military (which we are rapidly building to strongest ever).,8/18/2017,71
RT @hughhewitt: #NeverTrumpers elite MSMers and virtue signalers are persuading themselves that @realDonaldTrump supporters are deserting.ƒ??,8/18/2017,71
RT @hughhewitt: @realDonaldTrump I spoke to a group of influential CA GOPers tonight long time activists bundlers influencers. Support fƒ??,8/18/2017,71
I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: https://t.co/3iScfuMw9s,8/18/2017,71
Just returned to Bedminster NJ from Camp David. GREAT meeting on National Security the Border and the Military! #MAGA???§???? https://t.co/Hjmcnnse9j,8/18/2017,71
Today I signed the Global War on Terrorism War Memorial Act (#HR873.) The bill authorizes....contƒ?­‹?https://t.co/c3zIkdtowc https://t.co/re6n0MS0cj,8/19/2017,71
My thoughts and prayers are with the @KissimmeePolice and their loved ones. We are with you!#LESM,8/19/2017,71
I want to thank Steve Bannon for his service. He came to the campaign during my run against Crooked Hillary Clinton - it was great! Thanks S,8/19/2017,71
Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made including on Afghanistan.,8/19/2017,71
Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before. Fake News needs the competition!,8/19/2017,71
Looks like many anti-police agitators in Boston. Police are looking tough and smart! Thank you.,8/19/2017,71
Great job by all law enforcement officers and Boston Mayor @Marty_Walsh.,8/19/2017,71
Our great country has been divided for decades. Sometimes you need protest in order to heel &amp; we will heel &amp; be stronger than ever before!,8/19/2017,71
Our great country has been divided for decades. Sometimes you need protest in order to heal &amp; we will heal &amp; be stronger than ever before!,8/19/2017,71
I want to applaud the many protestors in Boston who are speaking out against bigotry and hate. Our country will soon come together as one!,8/19/2017,71
Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen!,8/20/2017,71
Thoughts &amp; prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search &amp; rescue efforts are underway. https://t.co/DQU0zTRXNU,8/21/2017,72
Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!,8/21/2017,72
Thank you the very dishonest Fake News Media is out of control! https://t.co/8J7y900VGK,8/21/2017,72
Join me live from Fort Myer in Arlington Virginia. ƒ?­‹?https://t.co/LOV4StdJDj,8/22/2017,72
RT @marcorubio: Good #AfghanStrategy &amp; excellent speech by @POTUS laying it out to the nation.,8/22/2017,72
Thank you to the men and women of Fort Myer and every member of the U.S. Military at home and abroad. #USA???§???? https://t.co/ticezYKkhz,8/22/2017,72
Address to the NationFull Video &amp; Transcript:https://t.co/FELdImTuUM https://t.co/6ly3fNatiX,8/22/2017,72
Was with great people last night in Fort Myer Virginia. The future of our country is strong!,8/22/2017,72
We pray for our fallen heroes who died while serving our country in the @USNavy aboard the  #USSJohnSMcCain and their families. https://t.co/t3kD8qj9Mt,8/22/2017,72
See you at 7:00 P.M. tonight Phoenix Arizona! #MAGA???§????Tickets: https://t.co/2kUQfKqbsx https://t.co/1w3LVkpESE,8/22/2017,72
We will push onward to victory w/hope in our hearts courage in our souls &amp; everlasting pride in each &amp; every one of you. God Bless America. https://t.co/44QYFSq07a,8/22/2017,72
THANK YOU to all of the great men and women at the U.S. Customs and Border Protection facility in Yuma Arizona &amp; around the United States! https://t.co/tjFx8XjhDz,8/23/2017,72
Thank you Arizona. Beautiful turnout of 15000 in Phoenix tonight! Full coverage of rally via my Facebook at: https://t.co/s0D12EFs40 https://t.co/WT4D9Vsen1,8/23/2017,72
Not only does the media give a platform to hate groups but the media turns a blind eye to the gang violence on our streets! https://t.co/Mau0B1qYIP,8/23/2017,72
#DrainTheSwamp #PhoenixRally https://t.co/o7S6xoCBiC,8/23/2017,72
MAKE AMERICA GREAT AGAIN! https://t.co/RzePiucV3h,8/23/2017,72
Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake weak on crime &amp; border!,8/23/2017,72
Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!,8/23/2017,72
If Republican Senate doesn't get rid of the Filibuster Rule &amp; go to a simple majority which the Dems would do they are just wasting time!,8/23/2017,72
As long as we have faith in each other and confidence in our values then there is no challenge too great for us to conquer! #ALConv2017 https://t.co/tsIAgHbFM7,8/23/2017,72
A great honor to sign the Veterans Appeals Improvement &amp; Modernization Act into law w/ @AmericanLegion @SecShulkin.???https://t.co/fr2sf9oRvd https://t.co/bICsRm1tQx,8/23/2017,72
Donald E. Ballard on behalf of the people of the United States THANK YOU for your courageous service. YOU INSPIRE US ALL! #ALConv2017 https://t.co/46m20cJkLB,8/24/2017,73
I requested that Mitch M &amp; Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They...,8/24/2017,73
...didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!,8/24/2017,73
RT @JerryTravone: @realDonaldTrump  https://t.co/6XJxEg1gSs,8/24/2017,73
The Fake News is now complaining about my different types of back to back speeches. Well their was Afghanistan (somber) the big Rally.....,8/24/2017,73
...(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong).To bad the Dems have no one who can change tones!,8/24/2017,73
The Fake News is now complaining about my different types of back to back speeches. Well there was Afghanistan (somber) the big Rally.....,8/24/2017,73
...(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong). To bad the Dems have no one who can change tones!,8/24/2017,73
James Clapper who famously got caught lying to Congress is now an authority on Donald Trump. Will he show you his beautiful letter to me?,8/24/2017,73
..(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones!,8/24/2017,73
James Clapper who famously got caught lying to Congress is now an authority on Donald Trump. Will he show you his beautiful letter to me?,8/24/2017,73
The only problem I have with Mitch McConnell is that after hearing Repeal &amp; Replace for 7 years he failed!That should NEVER have happened!,8/24/2017,73
On Tuesday I visited with the incredible men &amp; women of @ICEgov &amp; @DHSgov Border Patrol in Yuma AZ. Thank you. We respect &amp; cherish you! https://t.co/KSQddGqWzJ,8/24/2017,73
As #HurricaneHarvey intensifies - remember to #PlanAhead. ƒ??‹?https://t.co/FMdmvohypyƒ??‹?https://t.co/YL56ldeqoW ƒ??‹?https://t.co/t1s4AL3B47 https://t.co/tpXmOK70ug,8/24/2017,73
A great honor to spend time with our brave HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the United Staes of America! https://t.co/FUtGBoTJLo,8/24/2017,73
A GREAT HONOR to spend time with our BRAVE HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the United States of America! https://t.co/4lJ94nxODu,8/25/2017,73
RT @GregAbbott_TX: Spoke with Pres. Trump &amp; heads of Homeland Security &amp; FEMA. They're helping Texas respond to #HurricaneHarvey. https://tƒ??,8/25/2017,73
RT @EricTrump: Honored to speak at the RNC Summer Meeting in Nashville Tennessee this evening! @GOP #MAGA @GOPChairwoman ???§???????§???????§???? https://t.cƒ??,8/25/2017,73
If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority few bills will be passed. 8 Dems control the Senate!,8/25/2017,73
General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,8/25/2017,73
Few if any Administrations have done more in just 7 months than the Trump A. Bills passed regulations killed border military ISIS SC!,8/25/2017,73
"Nick Adams ""Retaking America""  ""Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.""",8/25/2017,73
Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!,8/25/2017,73
I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments &amp; here to assist as needed.,8/25/2017,73
Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke @FEMA_Brock @TomBossert45 and COS John Kelly. https://t.co/cnkRZd6D6Z,8/25/2017,73
I encourage everyone in the path of #HurricaneHarvey to heed the advice &amp; orders of their local and state officials. https://t.co/N6uEWCZUrv,8/25/2017,73
Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey as it strengthens to a Category 3. BE SAFE!,8/25/2017,73
Just arrived at Camp David where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!,8/25/2017,73
Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!,8/25/2017,73
At the request of the Governor of Texas I have signed the Disaster Proclamation which unleashes the full force of government help!,8/26/2017,73
RT @realDonaldTrump: At the request of the Governor of Texas I have signed the Disaster Proclamation which unleashes the full force of goƒ??,8/26/2017,73
I am pleased to inform you that I have just granted a full Pardon to 85 year old American patriot Sheriff Joe Arpaio. He kept Arizona safe!,8/26/2017,73
We will remain fully engaged w/ open lines of communication as #HurricaneHarvey makes landfall. America is w/ you! @GovAbbott @FEMA @DHSgov https://t.co/PryIqRxgLr,8/26/2017,73
RT @GovAbbott: To ensure your safety ahead of #Harvey heed warnings from local officials &amp; review important safety information. https://t.cƒ??,8/26/2017,73
You are doing a great job - the world is watching! Be safe. https://t.co/PJLdxy3hD9,8/26/2017,73
RT @EPAScottPruitt: Thoughts and prayers for those in Texas &amp; Louisiana. I am closely monitoring #Harvey developments along with @fema &amp; @Eƒ??,8/26/2017,73
RT @VP: All Americans in harms way need to be prepared and should continue visiting https://t.co/2H22XpTtPj for critical updates on #Hurricƒ??,8/26/2017,73
.@ChuckGrassley - got your message loud and clear. We have fantastic people on the ground got there long before #Harvey. So far so good!,8/26/2017,73
Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City State and Federal Govs. working great together!,8/26/2017,73
THANK YOU to all of the great volunteers helping out with #HurricaneHarvey relief in Texas! https://t.co/Ds95oSgo8f,8/26/2017,73
Wonderful coordination between Federal State and Local Governments in the Great State of Texas - TEAMWORK! Record setting rainfall.,8/26/2017,73
A great book by a great guy highly recommended! https://t.co/3jbDDN8YmJ,8/27/2017,74
Great coordination between agencies at all levels of government. Continuing rains and flash floods are being dealt with. Thousands rescued.,8/27/2017,74
Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.,8/27/2017,74
I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.,8/27/2017,74
I will also be going to a wonderful state Missouri that I won by a lot in '16. Dem C.M. is opposed to big tax cuts. Republican will win S!,8/27/2017,74
Wow - Now experts are calling #Harvey a once in 500 year flood! We have an all out effort going and going well!,8/27/2017,74
With Mexico being one of the highest crime Nations in the world we must have THE WALL. Mexico will pay for it through reimbursement/other.,8/27/2017,74
We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico &amp; Canada.Both being very difficultmay have to terminate?,8/27/2017,74
Going to a Cabinet Meeting (tele-conference) at 11:00 A.M. on #Harvey. Even experts have said they've never seen one like this!,8/27/2017,74
Major rescue operations underway!,8/27/2017,74
HISTORIC rainfall in Houston and all over Texas. Floods are unprecedented and more rain coming. Spirit of the people is incredible.Thanks!,8/27/2017,74
RT @DineshDSouza: Finally as if by accident the @washingtonpost breaks down &amp; admits the truth about where the violence is coming from htƒ??,8/28/2017,74
RT @KatiePavlich: Your boss pardoned a traitor who gave U.S. enemies state secrets he also pardoned a terrorist who killed Americans. Sparƒ??,8/28/2017,74
RT @Inspire_Us: No color no religion no nationality should come between us we are all children of God. - Mother Teresa,8/28/2017,74
RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,8/28/2017,74
RT @NWSHouston: Historic flooding is still ongoing across the area. If evacuated please DO NOT return home until authorities indicate it iƒ??,8/29/2017,74
RT @TXMilitary: #PhotosFromTheField: Aerial photos from our rescue crews earlier today. #Harvey #TMDHarvey @USNationalGuard https://t.co/fAƒ??,8/29/2017,74
"RT @TheFive: ""Trump just won on law &amp; order and now he's delivering the goods."" -@jessebwatters #thefive",8/29/2017,74
Leaving now for Texas!,8/29/2017,74
.@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle,8/29/2017,74
RT @BrazoriaCounty: https://t.co/sUTyXBzer9,8/29/2017,74
The U.S. has been talking to North Korea and paying them extortion money for 25 years. Talking is not the answer!,8/30/2017,75
After witnessing first hand the horror &amp; devastation caused by Hurricane Harveymy heart goes out even more so to the great people of Texas!,8/30/2017,75
After reading the false reporting and even ferocious anger in some dying magazines it makes me wonder WHY? All I want to do is #MAGA!,8/30/2017,75
Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!,8/30/2017,75
Texas &amp; Louisiana: We are w/ you today we are w/ you tomorrow &amp; we will be w/ you EVERY SINGLE DAY AFTER to restore recover &amp; REBUILD! https://t.co/YQb82K2VSB,8/30/2017,75
RT @IvankaTrump: We must reform our tax code so that all Americans can succeed in our modern economy &amp; achieve the American Dream! #TaxRefoƒ??,8/31/2017,75
First responders have been doing heroic work. Their courage &amp; devotion has saved countless lives ƒ?? they represent the very best of America! https://t.co/I0gvCQLTKO,8/31/2017,75
RT @SecShulkin: Our Mobile Vet Center set up and ready to help #Veterans impacted by #HurricaneHarvey in Corpus Christi. https://t.co/P3qNXƒ??,8/31/2017,75
RT @FoxNews: .@KellyannePolls on Harvey recovery: We hope when it comes to basic Hurricane Harvey funding that we can rely upon a nonpartisƒ??,8/31/2017,75
THANK YOU to all of the incredible HEROES in Texas. America is with you! #TexasStrong https://t.co/8N4ABo9Ihp,8/31/2017,75
Texas is heeling fast thanks to all of the great men &amp; women who have been working so hard. But still so much to do. Will be back tomorrow!,9/1/2017,75
Wow looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!,9/1/2017,75
General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to..,9/1/2017,75
...get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!,9/1/2017,75
Texas is healing fast thanks to all of the great men &amp; women who have been working so hard. But still so much to do. Will be back tomorrow!,9/1/2017,75
'President Donald J. Trump Proclaims September 3 2017 as a National Day of Prayer' #HurricaneHarvey #PrayForTexas https://t.co/shen5JxChQ https://t.co/MpLB7WpxfT,9/1/2017,75
Stock Market up 5 months in a row!,9/1/2017,75
I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.,9/2/2017,76
On behalf of @FLOTUS Melania &amp; myself THANK YOU for today's update &amp; GREAT WORK! #SouthernBaptist @SendRelief @RedCross &amp; @SalvationArmyUS https://t.co/DLgFNiCxN2,9/2/2017,76
Departing for Texas and Louisiana with @FLOTUS Melania right now @JBA_NAFW. We will see you soon. America is with you! https://t.co/z3bHVdJVPr,9/2/2017,76
TEXAS: We are with you today we are with you tomorrow and we will be with you EVERY SINGLE DAY AFTER to restore recover and REBUILD! https://t.co/p1Fh8jmmFA,9/2/2017,76
Together we will prevail in the GREAT state of Texas. We love you!GOD BLESS TEXAS &amp; GOD BLESS THE USA???§???? https://t.co/1rzmEenQIb,9/3/2017,76
RT @ColumbiaBugle: @realDonaldTrump Love our @FLOTUS! https://t.co/6LT9mLAJ86,9/3/2017,76
RT @ColumbiaBugle: @realDonaldTrump @FLOTUS President Trump greeting families affected by Hurricane Harvey. #TexasStrong https://t.co/5Ga3dƒ??,9/3/2017,76
RT @Team_Trump45: @realDonaldTrump  https://t.co/o1x6X2qQdM,9/3/2017,76
The Manufacturing Index rose to 59% the highest level since early 2011 - and we can do much better!,9/3/2017,76
Just got back to the White House from the Great States of Texas and Louisiana where things are going well. Such cooperation &amp; coordination!,9/3/2017,76
Remember Sunday is National Prayer Day (by Presidential Proclamation)!,9/3/2017,76
So much SPIRIT in LA! Thank you to all of our HEREOS who saved many lives. An honor to spend time w/ @NationalGuard #LEOs &amp; the #CajunNavy! https://t.co/7PEtSL6RKF,9/3/2017,76
North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States.....,9/3/2017,76
..North Korea is a rogue nation which has become a great threat and embarrassment to China which is trying to help but with little success.,9/3/2017,76
South Korea is finding as I have told them that their talk of appeasement with North Korea will not work they only understand one thing!,9/3/2017,76
I will be meeting General Kelly General Mattis and other military leaders at the White House to discuss North Korea. Thank you.,9/3/2017,76
The United States is considering in addition to other options stopping all trade with any country doing business with North Korea.,9/3/2017,76
We are building our future with American hands American labor American iron aluminum and steel. Happy #LaborDay! https://t.co/lyvtNfQ5IO,9/4/2017,76
Big week coming up!,9/5/2017,77
Congress get ready to do your job - DACA!,9/5/2017,77
RT @DanScavino: 'Trump as Commander in Chief Making the Hard Decisions' by LTG (Ret) Kellogg a highly decorated Vietnam War Vet: https://ƒ??,9/5/2017,77
I am allowing Japan &amp; South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.,9/5/2017,77
RT @The_Trump_Train: @realDonaldTrump Make no mistake we are going to put the interest of AMERICAN CITIZENS FIRST! The forgotten men &amp; wƒ??,9/5/2017,77
I look forward to working w/ D's + R's in Congress to address immigration reform in a way that puts hardworking citizens of our country 1st.,9/5/2017,77
Congress now has 6 months to legalize DACA (something the Obama Administration was unable to do). If they can't I will revisit this issue!,9/6/2017,77
Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.,9/6/2017,77
Watching Hurricane closely. My team which has done and is doing such a good job in Texas is already in Florida. No rest for the weary!,9/6/2017,77
Hurricane looks like largest ever recorded in the Atlantic!,9/6/2017,77
RT @VP: .@POTUS is committed to the health &amp; well-being of the US people &amp; we are confident Dr. Jerome Adams will succeed as our new surgeoƒ??,9/6/2017,77
'President Donald J. Trump Approves Emergency Declarations'ƒ?­‹?https://t.co/xSHSyNkvuPƒ?­‹?https://t.co/UbBSFOhMM7ƒ?­‹?https://t.co/xWOfp9Z9iR https://t.co/qoJOM54Gy8,9/6/2017,77
Just spoke w/ Governors Rick Scott of Florida Kenneth Mapp of the U.S. Virgin Islands &amp; Ricardo Rossell?? of Puerto Rico. WE ARE W/ YOU ALL! https://t.co/k92cslgKFa,9/6/2017,77
Wonderful to be in North Dakota with the incredible hardworking men &amp; women @ the Andeavor Refinery. Full remarks: ???https://t.co/uxBpyeERUm https://t.co/fV9R9gJxDS,9/6/2017,77
Thank you for joining me in Mandan ND Gov. @DougBurgum Lt. Gov. @BrentSanfordND @SenJohnHoeven @RepKevinCramer &amp; @SenatorHeitkamp. https://t.co/8nIvtHvpu6,9/7/2017,77
If we want to renew our PROSPERITY restore OPPORTUNITY &amp; re-establish our economic DOMINANCE then we need tax reform that is pro-growth.. https://t.co/9NzLg2Qzpo,9/7/2017,77
We want our companies to hire &amp; grow in AMERICA to raise wages for AMERICAN workers &amp; to help rebuild our AMERICAN cities &amp; towns! #USA???§???? https://t.co/sglubjcbW4,9/7/2017,77
Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful be safe! #FEMA,9/7/2017,77
Thank you our great honor! https://t.co/StrciEwuWs,9/7/2017,77
RT @GOP: .@POTUS: I want to work with Congress Republicans and Democrats on a plan that is pro-growth pro-jobs pro-worker and pro-Amerƒ??,9/7/2017,77
RT @WhiteHouse: The current tax code is a burden on American taxpayers and harmful to American job-creators. Learn more: https://t.co/w5eMlƒ??,9/7/2017,77
RT @GOP: .@IvankaTrump: This administration is committed to keeping working families at the forefront of our agenda.https://t.co/rHqFqUJGWI,9/7/2017,77
For all of those (DACA) that are concerned about your status during the 6 month period you have nothing to worry about - No action!,9/7/2017,77
Welcome to the @WhiteHouse Amir Sabah al-Ahmed al-Jaber al-Sabah of Kuwait! Joint press conference coming up soon: https://t.co/8T4Nyzlp4Y https://t.co/lfRa4AATaM,9/7/2017,77
Together we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PROSPERITY and PEACE! https://t.co/aL6In83eWK,9/7/2017,77
During my trip to Saudi Arabia I spoke to the leaders of more than 50 Arab &amp; Muslim nations about the need to confront our shared enemies.. https://t.co/8oeAQfIeX8,9/7/2017,77
I encourage EVERYONE in the path of #HurricaneIrma to heed the advice and orders of local &amp; state officials! https://t.co/AQmawTpZs0,9/8/2017,78
We will confront ANY challenge no matter how strong the winds or high the water. Iƒ??m proud to stand with Presidents for #OneAmericaAppeal.,9/8/2017,78
Hurricane Irma is of epic proportion perhaps bigger than we have ever seen. Be safe and get out of its wayif possible. Federal G is ready!,9/8/2017,78
Our incredible U.S. Coast Guard saved more than 15000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!,9/8/2017,78
Republicans sorry but I've been hearing about Repeal &amp; Replace for 7 years didn't happen! Even worse the Senate Filibuster Rule will....,9/8/2017,78
...never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!,9/8/2017,78
Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!,9/8/2017,78
A message to my fellow Americans???§????#IrmaHurricane2017???https://t.co/jyg6AlyAAb???https://t.co/iPujtHzejr https://t.co/HCQ9kmKc4E,9/8/2017,78
Churches in Texas should be entitled to reimbursement from FEMA Relief Funds for helping victims of Hurricane Harvey (just like others).,9/9/2017,78
FLORIDA- Visit https://t.co/pdBaD9t8SK to find shelters road closures &amp; evacuation routes. Helpful Twitter list: https://t.co/BUMVlxGFe8 https://t.co/ncnuqCeB5K,9/9/2017,78
This is a storm of enormous destructive power and I ask everyone in the stormƒ??s path to heed ALL instructions from government officials. https://t.co/nJfM2Sdme1,9/9/2017,78
"Heed the advice of @FLGovScott!""If you're in an evacuation zone you need to get to a shelter...there's not many hours left."" Gov. Scott https://t.co/92W8ViNMUK",9/10/2017,78
The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!,9/10/2017,78
RT @EricTrump: Please stay safe #Florida! You are in our thoughts and we are praying for you! ???§???????§???????§???? https://t.co/B3998hZyHI,9/10/2017,78
RT @Scavino45: Florida Governor Rick @FLGovScott. #HurricaineIrma https://t.co/ch3wx9HDMj,9/10/2017,78
RT @DonaldJTrumpJr: Great pic from a friend on @CBPflorida @CustomsBorder who have been helping with #harvey recovery and now with #irma. Tƒ??,9/10/2017,78
RT @seanhannity: @ericbolling To my dear friend please know we all love you will be here for you and your family.,9/10/2017,78
RT @NYPDnews: Many supported NYers when Sandy hit. Now our NY Task Force-1 can be there to help others during Harvey &amp; #HurricaneIrma. Hereƒ??,9/10/2017,78
RT @KellyannePolls: Love and prayers for friends Adrienne &amp; Eric Bolling. May Eric Chase know eternal peace. https://t.co/rtoCsVpPGy,9/10/2017,78
RT @TravelGov: Continue to notify us of US citizens overseas impacted by #HurricaneIrma &amp; #HurricaneJose. https://t.co/EuIpTB144z https://tƒ??,9/10/2017,78
RT @SecretarySonny: Serious @Cabinet meeting today called by @POTUS at Camp David. Reports on #Irma's track potential impact fed &amp; stateƒ??,9/10/2017,78
RT @Scavino45: Hurricane force winds hit Florida Keys. 390 shelters have been opened in Florida. Shelters near youƒ?­‹?https://t.co/lL5pDP0N9Dƒ??,9/10/2017,78
#NeverForget https://t.co/rmQ1a5bDon,9/11/2017,79
May God Forever Bless the United States of America. #NeverForget911 https://t.co/erycJgj23r,9/11/2017,79
RT @LouDobbs: Making America Great Again- @Kellyannepolls: After #Irma @POTUS is focused on saving lives not swamp shenanigans. #Dobbs #MAƒ??,9/12/2017,79
Fascinating to watch people writing books and major articles about me and yet they know nothing about me &amp; have zero access. #FAKE NEWS!,9/12/2017,79
The devastation left by Hurricane Irma was far greater at least in certain locationsthan anyone thought - but amazing people working hard!,9/12/2017,79
"Congratulations to Eric &amp; Lara on the birth of their son Eric ""Luke"" Trump this morning! https://t.co/Aw0AV82XdE",9/12/2017,79
It was a great honor to welcome Prime Minister Najib Abdul Razak of Malaysia and his distinguished delegation to the @WhiteHouse today! https://t.co/3pWrBOh8dG,9/12/2017,79
The approval process for the biggest Tax Cut &amp; Tax Reform package in the history of our country will soon begin. Move fast Congress!,9/13/2017,79
I will be traveling to Florida tomorrow to meet with our great Coast Guard FEMA and many of the brave first responders &amp; others.,9/13/2017,79
With Irma and Harvey devastation Tax Cuts and Tax Reform is needed more than ever before. Go Congress go!,9/13/2017,79
China has a business tax rate of 15%. We should do everything possible to match them in order to win with our economy. Jobs and wages!,9/14/2017,80
Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!,9/14/2017,80
"The ""deplorables"" came back to haunt Hillary.They expressed their feelings loud and clear. She spent big money but in the end had no game!",9/14/2017,80
No deal was made last night on DACA. Massive border security would have to be agreed to in exchange for consent. Would be subject to vote.,9/14/2017,80
The WALL which is already under construction in the form of new renovation of old and existing fences and walls will continue to be built.,9/14/2017,80
Does anybody really want to throw out good educated and accomplished young people who have jobs some serving in the military? Really!.....,9/14/2017,80
...They have been in our country for many years through no fault of their own - brought in by parents at young age. Plus BIG border security,9/14/2017,80
Am leaving now for Florida to see our GREAT first responders and to thank the U.S. Coast Guard FEMA etc. A real disaster much work to do!,9/14/2017,80
Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!,9/14/2017,80
